Speech	nad@	00:00:02.080	2.08	00:00:02.421	2.421	00:00:00.341	0.341	Но
Speech	nad@	00:00:02.421	2.421	00:00:02.690	2.69	00:00:00.269	0.269	муж
Speech	nad@	00:00:02.700	2.7	00:00:02.910	2.91	00:00:00.210	0.21	все
Speech	nad@	00:00:02.910	2.91	00:00:03.100	3.1	00:00:00.190	0.19	равно
Speech	nad@	00:00:03.130	3.13	00:00:03.330	3.33	00:00:00.200	0.2	не
Speech	nad@	00:00:03.330	3.33	00:00:04.130	4.13	00:00:00.800	0.8	успокаивался?
Speech	nad@	00:00:04.700	4.7	00:00:04.910	4.91	00:00:00.210	0.21	Как
Speech	nad@	00:00:04.910	4.91	00:00:05.130	5.13	00:00:00.220	0.22	ни
Speech	nad@	00:00:05.130	5.13	00:00:05.600	5.6	00:00:00.470	0.47	странно.
Speech	nad@	00:00:05.910	5.91	00:00:06.090	6.09	00:00:00.180	0.18	Не
Speech	nad@	00:00:06.090	6.09	00:00:06.490	6.49	00:00:00.400	0.4	находя
Speech	nad@	00:00:06.490	6.49	00:00:07.110	7.11	00:00:00.620	0.62	доказательств
Speech	nad@	00:00:07.110	7.11	00:00:07.400	7.4	00:00:00.290	0.29	моим
Speech	nad@	00:00:07.400	7.4	00:00:07.910	7.91	00:00:00.510	0.51	изменам,
Speech	nad@	00:00:08.110	8.11	00:00:08.446	8.446	00:00:00.336	0.336	он
Speech	nad@	00:00:08.446	8.446	00:00:08.782	8.782	00:00:00.336	0.336	продолжал
Speech	nad@	00:00:08.782	8.782	00:00:09.118	9.118	00:00:00.336	0.336	искать
Speech	nad@	00:00:09.118	9.118	00:00:09.455	9.455	00:00:00.337	0.337	их
Speech	nad@	00:00:09.455	9.455	00:00:09.600	9.6	00:00:00.145	0.145	с
Speech	nad@	00:00:09.600	9.6	00:00:09.820	9.82	00:00:00.220	0.22	еще
Speech	nad@	00:00:09.820	9.82	00:00:10.230	10.23	00:00:00.410	0.41	большим
Speech	nad@	00:00:10.230	10.23	00:00:10.800	10.8	00:00:00.570	0.57	рвением.
Speech	nad@	00:00:11.316	11.316	00:00:11.682	11.682	00:00:00.366	0.366	Когда
Speech	nad@	00:00:11.682	11.682	00:00:11.900	11.9	00:00:00.218	0.218	меня
Speech	nad@	00:00:11.900	11.9	00:00:12.416	12.416	00:00:00.516	0.516	повысили,
Speech	nad@	00:00:12.610	12.61	00:00:13.000	13.0	00:00:00.390	0.39	Али
Speech	nad@	00:00:13.000	13.0	00:00:13.390	13.39	00:00:00.390	0.39	решил,
Speech	nad@	00:00:13.610	13.61	00:00:13.820	13.82	00:00:00.210	0.21	что
Speech	nad@	00:00:13.820	13.82	00:00:13.990	13.99	00:00:00.170	0.17	я
Speech	nad@	00:00:13.990	13.99	00:00:14.250	14.25	00:00:00.260	0.26	сплю
Speech	nad@	00:00:14.250	14.25	00:00:14.430	14.43	00:00:00.180	0.18	с
Speech	nad@	00:00:14.430	14.43	00:00:14.960	14.96	00:00:00.530	0.53	начальником
Speech	nad@	00:00:14.960	14.96	00:00:15.315	15.315	00:00:00.355	0.355	цеха
Speech	nad@	00:00:15.710	15.71	00:00:15.870	15.87	00:00:00.160	0.16	и
Speech	nad@	00:00:15.870	15.87	00:00:16.224	16.224	00:00:00.354	0.354	делаем
Speech	nad@	00:00:16.224	16.224	00:00:16.380	16.38	00:00:00.156	0.156	мы
Speech	nad@	00:00:16.380	16.38	00:00:16.590	16.59	00:00:00.210	0.21	это
Speech	nad@	00:00:16.590	16.59	00:00:16.995	16.995	00:00:00.405	0.405	прямо
Speech	nad@	00:00:16.995	16.995	00:00:17.140	17.14	00:00:00.145	0.145	на
Speech	nad@	00:00:17.140	17.14	00:00:17.510	17.51	00:00:00.370	0.37	работе.
Speech	nad@	00:00:18.125	18.125	00:00:18.421	18.421	00:00:00.296	0.296	Как-то
Speech	nad@	00:00:18.421	18.421	00:00:18.718	18.718	00:00:00.297	0.297	мы
Speech	nad@	00:00:18.718	18.718	00:00:19.015	19.015	00:00:00.297	0.297	вместе
Speech	nad@	00:00:19.015	19.015	00:00:19.311	19.311	00:00:00.296	0.296	вышли
Speech	nad@	00:00:19.311	19.311	00:00:19.608	19.608	00:00:00.297	0.297	из
Speech	nad@	00:00:19.608	19.608	00:00:19.905	19.905	00:00:00.297	0.297	здания,
Speech	nad@	00:00:20.310	20.31	00:00:20.655	20.655	00:00:00.345	0.345	муж
Speech	nad@	00:00:20.655	20.655	00:00:21.120	21.12	00:00:00.465	0.465	выскочил
Speech	nad@	00:00:21.120	21.12	00:00:21.290	21.29	00:00:00.170	0.17	из
Speech	nad@	00:00:21.290	21.29	00:00:21.690	21.69	00:00:00.400	0.4	машины
Speech	nad@	00:00:21.925	21.925	00:00:22.100	22.1	00:00:00.175	0.175	и
Speech	nad@	00:00:22.100	22.1	00:00:22.481	22.481	00:00:00.381	0.381	бросился
Speech	nad@	00:00:22.481	22.481	00:00:22.760	22.76	00:00:00.279	0.279	на
Speech	nad@	00:00:22.760	22.76	00:00:23.038	23.038	00:00:00.278	0.278	него
Speech	nad@	00:00:23.038	23.038	00:00:23.130	23.13	00:00:00.092	0.092	с
Speech	nad@	00:00:23.130	23.13	00:00:23.595	23.595	00:00:00.465	0.465	кулаками.
Speech	nad@	00:00:24.305	24.305	00:00:24.540	24.54	00:00:00.235	0.235	После
Speech	nad@	00:00:24.540	24.54	00:00:24.890	24.89	00:00:00.350	0.35	этой
Speech	nad@	00:00:24.890	24.89	00:00:25.400	25.4	00:00:00.510	0.51	сцены
Speech	nad@	00:00:25.400	25.4	00:00:25.640	25.64	00:00:00.240	0.24	мне
Speech	nad@	00:00:25.640	25.64	00:00:26.030	26.03	00:00:00.390	0.39	пришлось
Speech	nad@	00:00:26.030	26.03	00:00:26.495	26.495	00:00:00.465	0.465	уволиться.
Speech	nad@	00:00:27.105	27.105	00:00:27.340	27.34	00:00:00.235	0.235	Не
Speech	nad@	00:00:27.340	27.34	00:00:27.630	27.63	00:00:00.290	0.29	потому
Speech	nad@	00:00:27.630	27.63	00:00:27.870	27.87	00:00:00.240	0.24	что
Speech	nad@	00:00:27.870	27.87	00:00:28.140	28.14	00:00:00.270	0.27	меня
Speech	nad@	00:00:28.140	28.14	00:00:28.615	28.615	00:00:00.475	0.475	попросили,
Speech	nad@	00:00:29.215	29.215	00:00:29.665	29.665	00:00:00.450	0.45	стыдно
Speech	nad@	00:00:29.665	29.665	00:00:30.115	30.115	00:00:00.450	0.45	стало.
Speech	nad@	00:00:30.520	30.52	00:00:30.740	30.74	00:00:00.220	0.22	Но
Speech	nad@	00:00:30.740	30.74	00:00:30.920	30.92	00:00:00.180	0.18	на
Speech	nad@	00:00:30.920	30.92	00:00:31.220	31.22	00:00:00.300	0.3	рынок
Speech	nad@	00:00:31.230	31.23	00:00:31.380	31.38	00:00:00.150	0.15	я
Speech	nad@	00:00:31.380	31.38	00:00:31.970	31.97	00:00:00.590	0.59	возвращаться
Speech	nad@	00:00:31.970	31.97	00:00:32.090	32.09	00:00:00.120	0.12	не
Speech	nad@	00:00:32.090	32.09	00:00:32.690	32.69	00:00:00.600	0.6	собиралась.
Speech	nad@	00:00:33.420	33.42	00:00:33.767	33.767	00:00:00.347	0.347	Стала
Speech	nad@	00:00:33.767	33.767	00:00:34.115	34.115	00:00:00.348	0.348	новую
Speech	nad@	00:00:34.115	34.115	00:00:34.462	34.462	00:00:00.347	0.347	работу
Speech	nad@	00:00:34.462	34.462	00:00:34.810	34.81	00:00:00.348	0.348	искать.
Speech	nad@	00:00:35.200	35.2	00:00:35.570	35.57	00:00:00.370	0.37	Ходила
Speech	nad@	00:00:35.580	35.58	00:00:35.700	35.7	00:00:00.120	0.12	на
Speech	nad@	00:00:35.720	35.72	00:00:36.410	36.41	00:00:00.690	0.69	собеседования,
Speech	nad@	00:00:36.910	36.91	00:00:37.080	37.08	00:00:00.170	0.17	а
Speech	nad@	00:00:37.080	37.08	00:00:37.240	37.24	00:00:00.160	0.16	муж
Speech	nad@	00:00:37.240	37.24	00:00:37.642	37.642	00:00:00.402	0.402	думал
Speech	nad@	00:00:37.642	37.642	00:00:37.730	37.73	00:00:00.088	0.088	-
Speech	nad@	00:00:37.730	37.73	00:00:38.070	38.07	00:00:00.340	0.34	бегаю
Speech	nad@	00:00:38.070	38.07	00:00:38.220	38.22	00:00:00.150	0.15	по
Speech	nad@	00:00:38.220	38.22	00:00:38.620	38.62	00:00:00.400	0.4	мужикам.
Speech	nad@	00:00:39.200	39.2	00:00:39.600	39.6	00:00:00.400	0.4	Однажды
Speech	nad@	00:00:39.600	39.6	00:00:40.000	40.0	00:00:00.400	0.4	мне
Speech	nad@	00:00:40.000	40.0	00:00:40.400	40.4	00:00:00.400	0.4	позвонил
Speech	nad@	00:00:40.400	40.4	00:00:40.710	40.71	00:00:00.310	0.31	бывший
Speech	nad@	00:00:40.710	40.71	00:00:41.200	41.2	00:00:00.490	0.49	начальник.
Speech	nad@	00:00:41.808	41.808	00:00:42.126	42.126	00:00:00.318	0.318	Сказал,
